"","Offense_Type","District","Year","Month","Day_Week","Street","Lat","Long"
"341","robbery","c6","2012","7","wednesday","massachusetts av","42.32549135"," -71.06574955"
"342","robbery","a15","2012","7","wednesday","medford st","42.37914134"," -71.05716957"
"343","homicide","c11","2012","7","wednesday","dakota st","42.29936636"," -71.06978457"
"344","robbery","c11","2012","7","thursday","washington st","42.27353589"," -71.07003285"
"345","aggravated assault","c6","2012","7","thursday","northern av","42.35073634"," -71.04338956"
"346","robbery","a1","2012","7","thursday","pie al","42.35815134"," -71.05878456"
"347","residential burglary","c6","2012","7","thursday","preble st","42.32922135"," -71.05448956"
"348","residential burglary","e18","2012","7","thursday","mt hope st","42.28391136"," -71.11729954"
"349","robbery","c6","2012","7","thursday","devine wy","42.32858135"," -71.05497456"
"350","residential burglary","d14","2012","7","thursday","linden st","42.35433058"," -71.13031795"
"351","residential burglary","e13","2012","7","thursday","boynton st","42.30538136"," -71.11325955"
"352","residential burglary","d14","2012","7","thursday","stadium wy","42.36341634"," -71.12803954"
"353","residential burglary","c11","2012","7","thursday","bailey st","42.28337636"," -71.07010957"
"354","robbery","b2","2012","7","thursday","tremont st","42.33388135"," -71.10399454"
"355","aggravated assault","b3","2012","7","thursday","whitman st","42.28702136"," -71.07707955"
"356","residential burglary","e13","2012","7","thursday","montebello rd","42.31175637"," -71.09972453"
"357","residential burglary","d4","2012","7","thursday","pembroke st","42.34320977"," -71.07741347"
"358","robbery","d14","2012","7","thursday","garner rd","42.35368135"," -71.12831454"
"359","robbery","b3","2012","7","thursday","norfolk st","42.27923636"," -71.08928456"
"360","residential burglary","b2","2012","7","thursday","leyland st","42.32059635"," -71.07061455"
"361","aggravated assault","e5","2012","7","thursday","washington st","42.28306636"," -71.13174454"
"362","residential burglary","b3","2012","7","thursday","colonial av","42.29040136"," -71.07693456"
"363","residential burglary","a7","2012","7","thursday","meridian st","42.37997134"," -71.03924895"
"364","residential burglary","b3","2012","7","thursday","ames st","42.28986314"," -71.08538741"
"365","robbery","a1","2012","7","thursday","water st","42.35812185"," -71.05467994"
"366","robbery","a7","2012","7","thursday","chelsea st","42.37515634"," -71.03263458"
"367","robbery","a1","2012","7","friday","south st","42.35015634"," -71.05749456"
"368","robbery","b2","2012","7","friday","monadnock st","42.31799135"," -71.06728957"
"369","robbery","d14","2012","7","friday","saunders st","42.3534088"," -71.14208761"
"370","robbery","e18","2012","7","friday","river st","42.25938275"," -71.11729354"
"371","aggravated assault","b2","2012","7","friday","huntington av","42.33436372"," -71.10412517"
"372","residential burglary","d14","2012","7","friday","sutherland rd","42.34024135"," -71.14796453"
"373","robbery","c11","2012","7","friday","centre st","42.29383635"," -71.06124956"
"374","residential burglary","c11","2012","7","friday","allston st","42.29275136"," -71.06706956"
"375","aggravated assault","d4","2012","7","friday","milford st","42.34452135"," -71.07061956"
"376","aggravated assault","b3","2012","7","friday","hansborough st","42.28808136"," -71.09150455"
"377","aggravated assault","b2","2012","7","friday","blue hill av","42.3185609"," -71.07779391"
"378","residential burglary","b2","2012","7","friday","norfolk av","42.32586556"," -71.07027752"
"379","homicide","b3","2012","7","friday","itasca st","42.27559322"," -71.10032375"
"380","robbery","b3","2012","7","friday","dunlap st","42.29278579"," -71.07330446"
"381","residential burglary","e18","2012","7","friday","canterbury st","42.28781286"," -71.10929662"
"382","residential burglary","d14","2012","7","friday","glenville av","42.34924177"," -71.13522491"
"383","residential burglary","c6","2012","7","friday","e st","42.33725135"," -71.04994957"
"384","aggravated assault","c11","2012","7","friday","lithgow st","42.29036427"," -71.06843583"
"385","residential burglary","b3","2012","7","friday","greendale rd","42.28552453"," -71.09422102"
"386","robbery","e18","2012","7","friday","truman py","42.25196296"," -71.11916996"
"387","residential burglary","b3","2012","7","saturday","mascot st","42.28422136"," -71.08452955"
"388","residential burglary","c6","2012","7","saturday","w 6th st","42.33538635"," -71.05080456"
"389","robbery","c11","2012","7","saturday","bowdoin st","42.30701635"," -71.06616956"
"390","aggravated assault","c11","2012","7","saturday","bakersfield st","42.31675135"," -71.06101956"
"391","aggravated assault","e18","2012","7","saturday","rockdale st","42.26650247"," -71.09853949"
"392","aggravated assault","a1","2012","7","saturday","tremont st","42.34861135"," -71.06545956"
"393","residential burglary","d4","2012","7","saturday","hereford st","42.34892634"," -71.08574955"
"394","robbery","a7","2012","7","saturday","faywood av","42.39214002"," -71.00887398"
"395","residential burglary","d14","2012","7","saturday","radnor rd","42.34066486"," -71.15775491"
"396","aggravated assault","c6","2012","7","saturday","boston st","42.32092135"," -71.06132456"
"397","residential burglary","c11","2012","7","saturday","grampian wy","42.31166781"," -71.04994445"
"398","residential burglary","d4","2012","7","saturday","hemenway st","42.34643135"," -71.08923455"
"399","robbery","c11","2012","7","saturday","sharp st","42.29259136"," -71.06700957"
"400","robbery","b3","2012","7","saturday","orlando st","42.27479636"," -71.09883957"
"401","residential burglary","c11","2012","7","saturday","melville av","42.29378636"," -71.07002457"
"402","robbery","b2","2012","7","saturday","blue hill av","42.30397135"," -71.08486956"
"403","robbery","d4","2012","7","saturday","tremont st","42.33940135"," -71.08011956"
"404","residential burglary","d14","2012","7","saturday","lothian rd","42.3403538"," -71.15384822"
"405","residential burglary","d14","2012","7","saturday","lothian rd","42.3403538"," -71.15384822"
"406","aggravated assault","e5","2012","7","saturday","south st","42.28686661"," -71.12833753"
"407","aggravated assault","b3","2012","7","saturday","bernard st","42.29122352"," -71.0791375"
"408","residential burglary","b2","2012","7","saturday","rockland st","42.32224185"," -71.0843226"
"409","robbery","d4","2012","7","saturday","newbury st","42.35226635"," -71.07250956"
"410","robbery","a1","2012","7","saturday","washington st","42.35823137"," -71.05792977"
"411","aggravated assault","a1","2012","7","saturday","union st","42.36059634"," -71.05673456"
"412","robbery","a1","2012","7","saturday","tremont st","42.35634134"," -71.06208456"
"413","robbery","c11","2012","7","saturday","dorchester av","42.31659138"," -71.05668715"
"414","robbery","d14","2012","7","saturday","commonwealth av","42.35048135"," -71.13105954"
"415","residential burglary","d4","2012","7","saturday","dartmouth pl","42.3450091"," -71.07380592"
"416","aggravated assault","a1","2012","7","sunday","atlantic av","42.35669135"," -71.05078957"
"417","aggravated assault","c11","2012","7","sunday","hancock st","42.31037135"," -71.06123456"
"418","aggravated assault","d4","2012","7","sunday","northampton st","42.33797635"," -71.08005455"
"419","aggravated assault","b3","2012","7","sunday","freeland st","42.2746605"," -71.07908383"
"420","aggravated assault","c11","2012","7","sunday","armandine st","42.28427881"," -71.07410675"
"421","aggravated assault","c11","2012","7","sunday","waldeck st","42.29857846"," -71.06591619"
"422","aggravated assault","c11","2012","7","sunday","dorchester av","42.30251135"," -71.05957457"
"423","robbery","b3","2012","7","sunday","harvard st","42.29714635"," -71.07667956"
"424","residential burglary","e18","2012","7","sunday","rector rd","42.26571491"," -71.09995654"
"425","robbery","a1","2012","7","sunday","boylston st","42.35237134"," -71.06490456"
"426","robbery","b2","2012","7","sunday","columbia rd","42.30984135"," -71.07284956"
"427","aggravated assault","e18","2012","7","sunday","metropolitan av","42.26206637"," -71.11667952"
"428","aggravated assault","b2","2012","7","sunday","tremont st","42.33414135"," -71.10478955"
"429","residential burglary","a1","2012","7","sunday","washington st","42.35505634"," -71.06084456"
"430","residential burglary","e13","2012","7","sunday","metcalf ct","42.30553636"," -71.11523955"
"431","aggravated assault","b3","2012","7","sunday","whitfield st","42.29274136"," -71.07487456"
"432","robbery","c11","2012","7","sunday","auckland st","42.31046635"," -71.05676457"
"433","aggravated assault","a1","2012","7","sunday","summer st","42.35443634"," -71.05916956"
"434","robbery","d4","2012","7","monday","dartmouth st","42.34583135"," -71.07525956"
"435","aggravated assault","b2","2012","7","monday","ruggles st","42.33450135"," -71.08950956"
"436","residential burglary","b3","2012","7","monday","thane st","42.29554541"," -71.07585526"
"437","residential burglary","a1","2012","7","monday","longfellow pl","42.36341788"," -71.06429926"
"438","residential burglary","c11","2012","7","monday","dakota st","42.30015636"," -71.06687456"
"439","residential burglary","c6","2012","7","monday","preble st","42.32935635"," -71.05601956"
"440","residential burglary","c11","2012","7","monday","columbia rd","42.31391135"," -71.06763456"
"441","aggravated assault","e13","2012","7","monday","washington st","42.31326635"," -71.10073955"
"442","residential burglary","d14","2012","7","monday","commonwealth av","42.35103464"," -71.12657842"
"443","residential burglary","d14","2012","7","monday","commonwealth av","42.35061784"," -71.12851965"
"444","robbery","c11","2012","7","monday","columbia rd","42.3061281"," -71.07799887"
"445","residential burglary","b3","2012","7","monday","esmond st","42.2969917"," -71.08364777"
"446","aggravated assault","e13","2012","7","monday","columbus av","42.31532428"," -71.09799432"
"447","residential burglary","c11","2012","7","monday","parkman st","42.2965098"," -71.0596827"
"448","aggravated assault","b3","2012","7","monday","baird st","42.28556136"," -71.09107956"
"449","aggravated assault","e13","2012","7","monday","lamartine st","42.31986635"," -71.10277955"
"450","aggravated assault","d14","2012","7","monday","market st","42.35615135"," -71.14908954"
"451","robbery","c11","2012","7","monday","ditson st","42.30150635"," -71.06417956"
"452","aggravated assault","c6","2012","7","monday","massachusetts av","42.33151135"," -71.07083456"
"453","residential burglary","b2","2012","7","monday","homestead st","42.31121103"," -71.08915114"
"454","aggravated assault","b2","2012","7","monday","brunswick st","42.31169785"," -71.08198988"
"455","aggravated assault","b2","2012","7","monday","brunswick st","42.31169785"," -71.08198988"
"456","robbery","d14","2012","7","monday","glenville av","42.35089635"," -71.13198454"
"457","robbery","d14","2012","7","tuesday","highgate st","42.35508867"," -71.13173567"
"458","aggravated assault","b2","2012","7","tuesday","quincy st","42.31339135"," -71.07617956"
"459","aggravated assault","e5","2012","7","tuesday","sheffield rd","42.28964136"," -71.13344954"
"460","robbery","d4","2012","7","tuesday","shawmut av","42.33566135"," -71.08045956"
"461","residential burglary","c6","2012","7","tuesday","f st","42.33532135"," -71.04948956"
"462","residential burglary","d14","2012","7","tuesday","glencoe st","42.35440135"," -71.14832453"
"463","residential burglary","e18","2012","7","tuesday","summer st","42.25862165"," -71.12519913"
"464","homicide","d14","2012","7","tuesday","fidelis wy","42.3453122"," -71.14293624"
"465","aggravated assault","d14","2012","7","tuesday","fidelis wy","42.3453122"," -71.14293624"
"466","aggravated assault","b2","2012","7","tuesday","franklin park rd","42.30313229"," -71.08581309"
"467","aggravated assault","d4","2012","7","tuesday","harrison av","42.33490135"," -71.07516956"
"468","residential burglary","d14","2012","7","tuesday","harvard av","42.35375135"," -71.13226954"
"469","robbery","a1","2012","7","tuesday","hudson st","42.35071134"," -71.06006956"
"470","robbery","c6","2012","7","tuesday","columbia rd","42.32000733"," -71.0591838"
"471","aggravated assault","a1","2012","7","tuesday","west st","42.35495134"," -71.06299456"
"472","robbery","d4","2012","7","tuesday","massachusetts av","42.3399307"," -71.08097569"
"473","aggravated assault","a1","2012","7","tuesday","tremont st","42.35634134"," -71.06208456"
"474","robbery","b3","2012","7","tuesday","norfolk st","42.27783136"," -71.09097956"
"475","aggravated assault","b2","2012","7","tuesday","humboldt av","42.31871635"," -71.08609455"
"476","aggravated assault","b2","2012","7","tuesday","humboldt av","42.31871635"," -71.08609455"
"477","aggravated assault","c11","2012","7","tuesday","florida st","42.29122544"," -71.05985829"
"478","residential burglary","c11","2012","7","tuesday","columbia rd","42.31391135"," -71.06763456"
